ID,Title,Authors,Abstract,Keywords,Journal,Publication_Date,Year,DOI,URL,Source,Country,Language
https://openalex.org/W4391256306,How should we change teaching and assessment in response to increasingly powerful generative Artificial Intelligence? Outcomes of the ChatGPT teacher survey,Matt Bower;Jodie Torrington;Jennifer W. M. Lai;Peter Petocz;Mark Alfano,Abstract available,,Education and Information Technologies,,2024,10.1007/s10639-023-12405-0,https://link.springer.com/content/pdf/10.1007/s10639-023-12405-0.pdf,OPENALEX,,
journals/air/SchmittF24,Digital deception: generative artificial intelligence in social engineering and phishing.,Marc Schmitt 0001;Ivan Flechais,,,Artif. Intell. Rev.,,2024,10.1007/S10462-024-10973-2,https://doi.org/10.1007/s10462-024-10973-2,DBLP,,
journals/corr/abs-2310-13715,Digital Deception: Generative Artificial Intelligence in Social Engineering and Phishing.,Marc Schmitt 0001;Ivan Flechais,,,CoRR,,2023,10.48550/ARXIV.2310.13715,https://doi.org/10.48550/arXiv.2310.13715,DBLP,,
journals/caeai/KongYH24,Examining teachers&apos; behavioural intention of using generative artificial intelligence tools for teaching and learning based on the extended technology acceptance model.,Siu Cheung Kong;Yin Yang;Chunyu Hou,,,Comput. Educ. Artif. Intell.,,2024,10.1016/J.CAEAI.2024.100328,https://doi.org/10.1016/j.caeai.2024.100328,DBLP,,
https://openalex.org/W4403971764,Examining teachers’ behavioural intention of using generative artificial intelligence tools for teaching and learning based on the extended technology acceptance model,Siu Cheung Kong;Yin Yang;Chunyu Hou,,,Computers and Education Artificial Intelligence,,2024,10.1016/j.caeai.2024.100328,https://doi.org/10.1016/j.caeai.2024.100328,OPENALEX,,
conf/sac/SetalaHSK25,The Use of Generative Artificial Intelligence for Upper Secondary Mathematics Education Through the Lens of Technology Acceptance.,Mika Setälä;Ville Heilala;Pieta Sikström;Tommi Kärkkäinen,,,SAC,,2025,10.1145/3672608.3707817,https://doi.org/10.1145/3672608.3707817,DBLP,,
journals/corr/abs-2501-14779,The Use of Generative Artificial Intelligence for Upper Secondary Mathematics Education Through the Lens of Technology Acceptance.,Mika Setälä;Ville Heilala;Pieta Sikström;Tommi Kärkkäinen,,,CoRR,,2025,10.48550/ARXIV.2501.14779,https://doi.org/10.48550/arXiv.2501.14779,DBLP,,
https://openalex.org/W2891158090,ESRGAN: Enhanced Super-Resolution Generative Adversarial Networks,Xintao Wang;Ke Yu;Shixiang Wu;Jinjin Gu;Yihao Liu;Chao Dong;Yu Qiao;Chen Change Loy,,,Lecture notes in computer science,,2019,10.1007/978-3-030-11021-5_5,https://arxiv.org/pdf/1809.00219,OPENALEX,,
https://openalex.org/W2952773607,ESRGAN: Enhanced Super-Resolution Generative Adversarial Networks,Xintao Wang;Ke Yu;Shixiang Wu;Jinjin Gu;Yihao Liu;Chao Dong;Chen Change Loy;Yu Qiao;Xiaoou Tang,Abstract available,,arXiv (Cornell University),,2018,10.48550/arxiv.1809.00219,https://arxiv.org/abs/1809.00219,OPENALEX,,
conf/whiceb/2025-1,"E-Business. Generative Artificial Intelligence and Management Transformation - 24th Wuhan International Conference on E-business, WHICEB 2025, Guangzhou, China, June 6-8, 2025, Proceedings, Part I",Yiliu Paul Tu;Maomao Chi,,,,,2025,10.1007/978-3-031-94184-9,https://doi.org/10.1007/978-3-031-94184-9,DBLP,,
conf/whiceb/2025-2,"E-Business. Generative Artificial Intelligence and Management Transformation - 24th Wuhan International Conference on E-business, WHICEB 2025, Guangzhou, China, June 6-8, 2025, Proceedings, Part II",Yiliu Paul Tu;Maomao Chi,,,,,2025,10.1007/978-3-031-94187-0,https://doi.org/10.1007/978-3-031-94187-0,DBLP,,
conf/whiceb/2025-3,"E-Business. Generative Artificial Intelligence and Management Transformation - 24th Wuhan International Conference on E-business, WHICEB 2025, Guangzhou, China, June 6-8, 2025, Proceedings, Part III",Yiliu Paul Tu;Maomao Chi,,,,,2025,10.1007/978-3-031-94190-0,https://doi.org/10.1007/978-3-031-94190-0,DBLP,,
journals/nca/GongJLWTKLCW24,Generative artificial intelligence-enabled dynamic detection of rat nicotine-related circuits.,Changwei Gong;Changhong Jing;Xin-an Liu;Victoria X. Wang;Cheuk Ying Tang;Paul J. Kenny;Ye Li;Zuxin Chen;Shuqiang Wang,,,Neural Comput. Appl.,,2024,10.1007/S00521-023-09307-0,https://doi.org/10.1007/s00521-023-09307-0,DBLP,,
journals/corr/abs-2212-06330,Generative artificial intelligence-enabled dynamic detection of nicotine-related circuits.,Changwei Gong;Changhong Jing;Ye Li;Xinan Liu;Zuxin Chen;Shuqiang Wang,,,CoRR,,2022,10.48550/ARXIV.2212.06330,https://doi.org/10.48550/arXiv.2212.06330,DBLP,,
journals/npjdm/EckardtHRSPMSBSSHKBTSSBWM24,Mimicking clinical trials with synthetic acute myeloid leukemia patients using generative artificial intelligence.,Jan-Niklas Eckardt;Waldemar Hahn;Christoph Röllig;Sebastian Stasik;Uwe Platzbecker;Carsten Müller-Tidow;Hubert Serve;Claudia D. Baldus;Christoph Schliemann;Kerstin Schäfer-Eckart;Maher Hanoun;Martin Kaufmann;Andreas Burchert;Christian Thiede;Johannes Schetelig;Martin Sedlmayr;Martin Bornhäuser;Markus Wolfien;Jan Moritz Middeke,,,npj Digit. Medicine,,2024,10.1038/S41746-024-01076-X,https://doi.org/10.1038/s41746-024-01076-x,DBLP,,
https://openalex.org/W4393026481,Mimicking clinical trials with synthetic acute myeloid leukemia patients using generative artificial intelligence,Jan?Niklas Eckardt;Waldemar Hahn;Christoph Röllig;Sebastian Stasik;Uwe Platzbecker;Carsten Müller?Tidow;Hubert Serve;Claudia D. Baldus;Christoph Schliemann;Kerstin Schäfer?Eckart;Maher Hanoun;Martin Kaufmann;Andreas Burchert;Christian Thiede;Johannes Schetelig;Martin Sedlmayr;Martin Bornhäuser;Markus Wolfien;Jan Moritz Middeke,Abstract available,,npj Digital Medicine,,2024,10.1038/s41746-024-01076-x,https://www.nature.com/articles/s41746-024-01076-x.pdf,OPENALEX,,
https://openalex.org/W3043547428,Generative Image Inpainting with Contextual Attention,Jiahui Yu;Zhe Lin;Shuicheng Yan;Xiaohui Shen;Xin Lu;Thomas S. Huang,Abstract available,,,,2018,10.1109/cvpr.2018.00577,http://arxiv.org/pdf/1801.07892,OPENALEX,,
https://openalex.org/W2784790939,Generative Image Inpainting with Contextual Attention,Jiahui Yu;Zhe Lin;Shuicheng Yan;Xiaohui Shen;Xin Lu;Thomas S. Huang,Abstract available,,arXiv (Cornell University),,2018,10.48550/arxiv.1801.07892,https://arxiv.org/abs/1801.07892,OPENALEX,,
https://openalex.org/W3146944767,Biological structure and function emerge from scaling unsupervised learning to 250 million protein sequences,Alexander Rives;Joshua Meier;Tom Sercu;Siddharth Goyal;Zeming Lin;Jason Liu;Demi Guo;Myle Ott;C. Lawrence Zitnick;Jerry Ma;Rob Fergus,Abstract available,,,,2021,10.1073/pnas.2016239118,https://www.pnas.org/content/pnas/118/15/e2016239118.full.pdf,OPENALEX,,
https://openalex.org/W2943495267,Biological structure and function emerge from scaling unsupervised learning to 250 million protein sequences,Alexander Rives;Joshua Meier;Tom Sercu;Siddharth Goyal;Zeming Lin;Jason Liu;Demi Guo;Myle Ott;C. Lawrence Zitnick;Jerry Ma;Rob Fergus,Abstract available,,bioRxiv (Cold Spring Harbor Laboratory),,2019,10.1101/622803,https://www.biorxiv.org/content/biorxiv/early/2019/05/29/622803.full.pdf,OPENALEX,,
https://openalex.org/W3096831136,Generative adversarial networks,Ian Goodfellow;Jean Pouget-Abadie;Mehdi Mirza;Bing Xu;David Warde-Farley;Sherjil Ozair;Aaron Courville;Yoshua Bengio,Abstract available,,Communications of the ACM,,2020,10.1145/3422622,https://dl.acm.org/doi/pdf/10.1145/3422622,OPENALEX,,
https://openalex.org/W3193917007,Generative Adversarial Networks,David Paper,Abstract available,,Apress eBooks,,2021,10.1007/978-1-4842-7341-8_10,null,OPENALEX,,
https://openalex.org/W3177624059,Generative Adversarial Networks,Zhipeng Cai;Zuobin Xiong;Honghui Xu;Peng Wang;Wei Li;Yi Pan,Abstract available,,ACM Computing Surveys,,2021,10.1145/3459992,null,OPENALEX,,
https://openalex.org/W3198359486,Generative Adversarial Networks,Amey Thakur,Abstract available,,International Journal for Research in Applied Science and Engineering Technology,,2021,10.22214/ijraset.2021.37723,https://doi.org/10.22214/ijraset.2021.37723,OPENALEX,,
https://openalex.org/W4390474883,Generative Adversarial Networks,Suman Kalyan Adari;Sridhar Alla,Abstract available,,Apress eBooks,,2024,10.1007/979-8-8688-0008-5_7,null,OPENALEX,,
https://openalex.org/W4380789340,Generative Adversarial Networks,Jyoti Arora;Meena Tushir;Pooja Kherwa;Sonia Rathee,Abstract available,,,,2023,10.1002/9781119879862.ch10,null,OPENALEX,,
https://openalex.org/W3035574324,Analyzing and Improving the Image Quality of StyleGAN,Tero Karras;Samuli Laine;Miika Aittala;Janne Hellsten;Jaakko Lehtinen;Timo Aila,Abstract available,,,,2020,10.1109/cvpr42600.2020.00813,https://arxiv.org/pdf/1912.04958,OPENALEX,,
https://openalex.org/W2995327724,Analyzing and Improving the Image Quality of StyleGAN,Tero Karras;Samuli Laine;Miika Aittala;Janne Hellsten;Jaakko Lehtinen;Timo Aila,Abstract available,,arXiv (Cornell University),,2019,null,null,OPENALEX,,
conf/itsc/StappenDSVFS23,Integrating Generative Artificial Intelligence in Intelligent Vehicle Systems.,Lukas Stappen;Jeremy Dillmann;Serena Striegel;Hans-Jörg Vögel;Nicolas Flores-Herr;Björn W. Schuller,,,ITSC,,2023,10.1109/ITSC57777.2023.10422003,https://doi.org/10.1109/ITSC57777.2023.10422003,DBLP,,
journals/corr/abs-2305-17137,Integrating Generative Artificial Intelligence in Intelligent Vehicle Systems.,Lukas Stappen;Jeremy Dillmann;Serena Striegel;Hans-Jörg Vögel;Nicolas Flores-Herr;Björn W. Schuller,,,CoRR,,2023,10.48550/ARXIV.2305.17137,https://doi.org/10.48550/arXiv.2305.17137,DBLP,,
conf/bica/DiPaolaGM18,Informing artificial intelligence generative techniques using cognitive theories of human creativity.,Steve DiPaola;Liane Gabora;Graeme McCaig,,,BICA,,2018,10.1016/J.PROCS.2018.11.024,https://doi.org/10.1016/j.procs.2018.11.024,DBLP,,
journals/corr/abs-1812-05556,Informing Artificial Intelligence Generative Techniques using Cognitive Theories of Human Creativity.,Steve DiPaola;Liane Gabora;Graeme McCaig,,,CoRR,,2018,,http://arxiv.org/abs/1812.05556,DBLP,,
https://openalex.org/W4396781199,Can Generative AI improve social science?,Christopher A. Bail,Abstract available,,,,2024,10.1073/pnas.2314021121,https://doi.org/10.1073/pnas.2314021121,OPENALEX,,
https://openalex.org/W4376504550,Can Generative AI Improve Social Science?,Christopher A. Bail,Abstract available,,,,2023,10.31235/osf.io/rwtzs,https://osf.io/rwtzs/download,OPENALEX,,
conf/sac/HeilalaAH25,Beyond Text-to-Text: An Overview of Multimodal and Generative Artificial Intelligence for Education Using Topic Modeling.,Ville Heilala;Roberto Araya;Raija Hämäläinen,,,SAC,,2025,10.1145/3672608.3707764,https://doi.org/10.1145/3672608.3707764,DBLP,,
journals/corr/abs-2409-16376,Beyond Text-to-Text: An Overview of Multimodal and Generative Artificial Intelligence for Education Using Topic Modeling.,Ville Heilala;Roberto Araya;Raija Hämäläinen,,,CoRR,,2024,10.48550/ARXIV.2409.16376,https://doi.org/10.48550/arXiv.2409.16376,DBLP,,
https://openalex.org/W4405036886,Scalable emulation of protein equilibrium ensembles with generative deep learning,Sarah Lewis;Tim Hempel;José Jiménez-Luna;Michael Gastegger;Yu Xie;Andrew Y. K. Foong;Victor García Satorras;Osama Abdin;Bastiaan S. Veeling;Iryna Zaporozhets;Yaoyi Chen;Soojung Yang;Arne Schneuing;Jigyasa Nigam;Federico Barbero;Vincent Stimper;Andrew M. Campbell;Jason Yim;Marten Lienen;Yu Shi;Shuxin Zheng;Hannes Schulz;Usman Munir;Cecilia Clementi;Frank Noé,Abstract available,,bioRxiv (Cold Spring Harbor Laboratory),,2024,10.1101/2024.12.05.626885,https://doi.org/10.1101/2024.12.05.626885,OPENALEX,,
https://openalex.org/W4412165572,Scalable emulation of protein equilibrium ensembles with generative deep learning,Sarah Lewis;Tim Hempel;José Jiménez-Luna;Michael Gastegger;Yu Xie;Andrew Y. K. Foong;Victor García Satorras;Osama Abdin;Bastiaan S. Veeling;Iryna Zaporozhets;Yaoyi Chen;Soojung Yang;Adam Foster;Arne Schneuing;Jigyasa Nigam;Federico Barbero;Vincent Stimper;Andrew M. Campbell;Jason Yim;Marten Lienen;Yu Shi;Shuxin Zheng;Hannes Schulz;Usman Munir;Roberto Sordillo;Ryota Tomioka;Cecilia Clementi;Frank Noé,Abstract available,,Science,,2025,10.1126/science.adv9817,null,OPENALEX,,
https://openalex.org/W4289436753,GraphVAE: Towards Generation of Small Graphs Using Variational Autoencoders,Martin Simonovsky;Nikos Komodakis,,,Lecture notes in computer science,,2018,10.1007/978-3-030-01418-6_41,https://hal.science/hal-01990381/document,OPENALEX,,
https://openalex.org/W4297162533,GraphVAE: Towards Generation of Small Graphs Using Variational Autoencoders,Martin Simonovsky;Nikos Komodakis,Abstract available,,arXiv (Cornell University),,2018,10.48550/arxiv.1802.03480,https://arxiv.org/abs/1802.03480,OPENALEX,,
https://openalex.org/W4377227441,Engineering Education in the Era of ChatGPT: Promise and Pitfalls of Generative AI for Education,Junaid Qadir,Abstract available,,,,2023,10.1109/educon54358.2023.10125121,https://figshare.com/articles/preprint/Engineering_Education_in_the_Era_of_ChatGPT_Promise_and_Pitfalls_of_Generative_AI_for_Education/21789434/1/files/38676764.pdf,OPENALEX,,
https://openalex.org/W4313313935,Engineering Education in the Era of ChatGPT: Promise and Pitfalls of Generative AI for Education,Junaid Qadir,Abstract available,,,,2022,10.36227/techrxiv.21789434.v1,https://www.techrxiv.org/articles/preprint/Engineering_Education_in_the_Era_of_ChatGPT_Promise_and_Pitfalls_of_Generative_AI_for_Education/21789434/1/files/38676764.pdf,OPENALEX,,
https://openalex.org/W2963139417,Glow: Generative Flow with Invertible 1x1 Convolutions,Diederik P. Kingma;Prafulla Dhariwal,Abstract available,,arXiv (Cornell University),,2018,null,null,OPENALEX,,
https://openalex.org/W4289761690,Glow: Generative Flow with Invertible 1x1 Convolutions,Diederik P. Kingma;Prafulla Dhariwal,Abstract available,,arXiv (Cornell University),,2018,10.48550/arxiv.1807.03039,https://arxiv.org/abs/1807.03039,OPENALEX,,
https://openalex.org/W2970360512,Time-series Generative Adversarial Networks,Jinsung Yoon;Daniel Jarrett;Mihaela van der Schaar,Abstract available,,Neural Information Processing Systems,,2019,null,null,OPENALEX,,
https://openalex.org/W2784996692,Learning Representations and Generative Models for 3D Point Clouds,Panos Achlioptas;Olga Diamanti;Ioannis Mitliagkas;Leonidas Guibas,Abstract available,,,,2018,null,null,OPENALEX,,
https://openalex.org/W2806351858,MolGAN: An implicit generative model for small molecular graphs,Nicola De Cao;Thomas Kipf,Abstract available,,arXiv (Cornell University),,2018,null,null,OPENALEX,,
https://openalex.org/W2796704765,Understanding disentangling in $\beta$-VAE,Christopher Burgess;Irina Higgins;Arka Pal;Lö?c Matthey;Nick Watters;Guillaume Desjardins;Alexander Lerchner,Abstract available,,arXiv (Cornell University),,2018,null,null,OPENALEX,,
https://openalex.org/W2970241862,Large Scale Adversarial Representation Learning,Jeff Donahue;Karen Simonyan,Abstract available,,arXiv (Cornell University),,2019,null,null,OPENALEX,,
https://openalex.org/W2962738009,VAE with a VampPrior,Jakub M. Tomczak;Max Welling,Abstract available,,,,2018,null,null,OPENALEX,,
https://openalex.org/W2971176100,Online Continual Learning with Maximal Interfered Retrieval,Rahaf Aljundi;Eugene Belilovsky;Tinne Tuytelaars;Laurent Charlin;M. Caccia;Min Lin;Lucas Page-Caccia,Abstract available,,arXiv (Cornell University),,2019,null,null,OPENALEX,,
https://openalex.org/W2902437806,Towards Accurate Generative Models of Video: A New Metric & Challenges,Thomas Unterthiner;Sjoerd van Steenkiste;Karol Kurach;Raphaël Marinier;Marcin Michalski;Sylvain Gelly,Abstract available,,arXiv (Cornell University),,2018,null,null,OPENALEX,,
https://openalex.org/W2951984970,Assessing Generative Models via Precision and Recall,Mehdi S. M. Sajjadi;Olivier Bachem;Mario Lu?i?;Olivier Bousquet;Sylvain Gelly,Abstract available,,arXiv (Cornell University),,2018,null,null,OPENALEX,,
https://openalex.org/W2963632741,A Probabilistic U-Net for Segmentation of Ambiguous Images,Simon Köhl;Bernardino Romera?Paredes;Clemens Meyer;Jeffrey De Fauw;Joseph R. Ledsam;Klaus Maier?Hein;S. M. Ali Eslami;Danilo Jimenez Rezende;Olaf Ronneberger,Abstract available,,arXiv (Cornell University),,2018,null,null,OPENALEX,,
https://openalex.org/W2787223504,MGAN: Training Generative Adversarial Nets with Multiple Generators,Quan Hoang;Tu Dinh Nguyen;Trung Le;Dinh Phung,Abstract available,,,,2018,null,null,OPENALEX,,
https://openalex.org/W2785777814,GANITE: Estimation of Individualized Treatment Effects using Generative Adversarial Nets,Jinsung Yoon;James V. Jordan;Mihaela van der Schaar,Abstract available,,,,2018,null,null,OPENALEX,,
https://openalex.org/W2971034910,Generative Modeling by Estimating Gradients of the Data Distribution,Yang Song;Stefano Ermon,Abstract available,,arXiv (Cornell University),,2019,null,null,OPENALEX,,
https://openalex.org/W2970709315,Efficient Graph Generation with Graph Recurrent Attention Networks,Renjie Liao;Yujia Li;Yang Song;Shenlong Wang;William L. Hamilton;David Duvenaud;Raquel Urtasun;Richard S. Zemel,Abstract available,,neural information processing systems,,2019,null,null,OPENALEX,,
https://openalex.org/W3167118264,Unifying Vision-and-Language Tasks via Text Generation,Jaemin Cho;Jie Lei;Hao Tan;Mohit Bansal,Abstract available,,arXiv (Cornell University),,2021,null,null,OPENALEX,,
https://openalex.org/W2963657860,Learning to Decompose and Disentangle Representations for Video Prediction,Jun-Ting Hsieh;Bingbin Liu;De-An Huang;Li Fei-Fei;Juan Carlos Niebles,Abstract available,,Neural Information Processing Systems,,2018,null,null,OPENALEX,,
https://openalex.org/W2805984778,Assessing Generative Models via Precision and Recall,Mehdi S. M. Sajjadi;Olivier Bachem;Mario Lu?i?;Olivier Bousquet;Sylvain Gelly,Abstract available,,neural information processing systems,,2018,null,null,OPENALEX,,
https://openalex.org/W2889582485,Visual Object Networks: Image Generation with Disentangled 3D Representations,Jun-Yan Zhu;Zhoutong Zhang;Chengkai Zhang;Jiajun Wu;Antonio Torralba;Josh Tenenbaum;Bill Freeman,Abstract available,,Neural Information Processing Systems,,2018,null,null,OPENALEX,,
https://openalex.org/W2963463583,A Deep Generative Framework for Paraphrase Generation,Ankush Gupta;Arvind Agarwal;Prawaan Singh;Piyush Rai,Abstract available,,arXiv (Cornell University),,2018,null,null,OPENALEX,,
https://openalex.org/W2995801453,"On the ""steerability"" of generative adversarial networks",Ali Jahanian;Lucy Chai;Phillip Isola,Abstract available,,arXiv (Cornell University),,2020,null,null,OPENALEX,,
https://openalex.org/W2995910740,U-GAT-IT: Unsupervised Generative Attentional Networks with Adaptive Layer-Instance Normalization for Image-to-Image Translation,Junho Kim;Minjae Kim;Hyeon-Woo Kang;Kwang Hee Lee,Abstract available,,arXiv (Cornell University),,2020,null,null,OPENALEX,,
https://openalex.org/W2941387380,Unsupervised Label Noise Modeling and Loss Correction,Eric Arazo;Diego Ortego;Paul Albert;Noel E. O’Connor;Kevin McGuinness,Abstract available,,,,2019,null,null,OPENALEX,,
https://openalex.org/W2963568578,Hierarchical Generative Modeling for Controllable Speech Synthesis.,Wei-Ning Hsu;Yu Zhang;Ron J. Weiss;Heiga Zen;Yonghui Wu;Yuxuan Wang;Yuan Cao;Jia Ye;Zhifeng Chen;Jonathan Shen;Patrick Nguyen;Ruoming Pang,Abstract available,,,,2019,null,null,OPENALEX,,
https://openalex.org/W2963192573,Neural Voice Cloning with a Few Samples,Sercan Ö. Ar?k;Jitong Chen;Kainan Peng;Wei Ping;Yanqi Zhou,Abstract available,,Neural Information Processing Systems,,2018,null,null,OPENALEX,,
https://openalex.org/W2963836885,Spectral Normalization for Generative Adversarial Networks,Takeru Miyato;Toshiki Kataoka;Masanori Koyama;Yuichi Yoshida,Abstract available,,arXiv (Cornell University),,2018,null,null,OPENALEX,,
https://openalex.org/W2904367110,A Style-Based Generator Architecture for Generative Adversarial Networks,Tero Karras;Samuli Laine;Timo Aila,Abstract available,,arXiv (Cornell University),,2018,null,null,OPENALEX,,
https://openalex.org/W2787496614,Defense-GAN: Protecting Classifiers Against Adversarial Attacks Using Generative Models.,Pouya Samangouei;Maya Kabkab;Rama Chellappa,Abstract available,,arXiv (Cornell University),,2018,null,null,OPENALEX,,
https://openalex.org/W3104876213,Training Generative Adversarial Networks with Limited Data,Tero Karras;Miika Aittala;Janne Hellsten;Samuli Laine;Jaakko Lehtinen;Timo Aila,Abstract available,,Neural Information Processing Systems,,2020,null,null,OPENALEX,,
https://openalex.org/W2963258546,GAIN: Missing Data Imputation using Generative Adversarial Nets,Jinsung Yoon;James Jordon;Mihaela van der Schaar,Abstract available,,,,2018,null,null,OPENALEX,,
https://openalex.org/W2908747729,RelGAN: Relational Generative Adversarial Networks for Text Generation.,Weili Nie;Nina Narodytska;Ankit Patel,,,,,2018,null,null,OPENALEX,,
https://openalex.org/W2843598537,"The GAN Landscape: Losses, Architectures, Regularization, and Normalization",Karol Kurach;Mario Lu?i?;Xiaohua Zhai;Marcin Michalski;Sylvain Gelly,Abstract available,,arXiv (Cornell University),,2018,null,null,OPENALEX,,
https://openalex.org/W2964238361,Constructing Unrestricted Adversarial Examples with Generative Models,Yang Song;Rui Shu;Nate Kushman;Stefano Ermon,Abstract available,,Neural Information Processing Systems,,2018,null,null,OPENALEX,,
https://openalex.org/W2782017896,Adversarial Generative Nets: Neural Network Attacks on State-of-the-Art Face Recognition.,Mahmood Sharif;Sruti Bhagavatula;Lujo Bauer;Michael K. Reiter,Abstract available,,arXiv (Cornell University),,2018,null,null,OPENALEX,,
https://openalex.org/W2964259506,A Large-Scale Study on Regularization and Normalization in GANs,Karol Kurach;Mario Lu?i?;Xiaohua Zhai;Marcin Michalski;Sylvain Gelly,Abstract available,,,,2019,null,null,OPENALEX,,
https://openalex.org/W2806591294,EEG-GAN: Generative adversarial networks for electroencephalograhic (EEG) brain signals,Kay Gregor Hartmann;Robin Tibor Schirrmeister;Tonio Ball,Abstract available,,arXiv (Cornell University),,2018,null,null,OPENALEX,,
https://openalex.org/W2943895317,MetricGAN: Generative Adversarial Networks based Black-box Metric Scores Optimization for Speech Enhancement.,Szu?Wei Fu;Chien-Feng Liao;Yu Tsao;Shou-De Lin,Abstract available,,,,2019,null,null,OPENALEX,,
https://openalex.org/W2791184993,Patch-Based Image Inpainting with Generative Adversarial Networks.,U?ur Demir;Gözde Ünal,Abstract available,,arXiv (Cornell University),,2018,null,null,OPENALEX,,
